         330 |   4.99 |
|         330 |   2.99 |
|         330 |   2.99 |
|         330 |   1.99 |
|         330 |   2.99 |
|         330 |   5.99 |
|         330 |   0.99 |
|         330 |   2.99 |
|         330 |   2.99 |
|         330 |   2.99 |
|         330 |   4.99 |
|         330 |   4.99 |
|         330 |   3.99 |
|         330 |   2.99 |
|         330 |   2.99 |
|         330 |   4.99 |
|         330 |   0.99 |
|         330 |   2.99 |
|         331 |   0.99 |
|         331 |   2.99 |
|         331 |   2.99 |
|         331 |   6.99 |
|         331 |   2.99 |
|         331 |   4.99 |
|         331 |   4.99 |
|         331 |   8.99 |
|         331 |   4.99 |
|         331 |   5.99 |
|         331 |  10.99 |
|         331 |   2.99 |
|         331 |   1.99 |
|         331 |   5.99 |
|         331 |   0.99 |
|         331 |   4.99 |
|         331 |   5.99 |
|         331 |   6.99 |
|         331 |   5.99 |
|         331 |   2.99 |
|         331 |   4.99 |
|         331 |   0.99 |
|         331 |   7.99 |
|         331 |   1.99 |
|         331 |   2.99 |
|         331 |   3.99 |
|         331 |   2.99 |
|         332 |   3.99 |
|         332 |   6.99 |
|         332 |   6.99 |
|         332 |   6.99 |
|         332 |   2.99 |
|         332 |   1.99 |
|         332 |   2.99 |
|         332 |   0.99 |
|         332 |   0.99 |
|         332 |   7.99 |
|         332 |   2.99 |
|         332 |   8.99 |
|         332 |   4.99 |
|         332 |   8.99 |
|         332 |   6.99 |
|         332 |   1.99 |
|         332 |   5.99 |
|         332 |   0.99 |
|         332 |   4.99 |
|         332 |   0.99 |
|         332 |   0.99 |
|         332 |   5.99 |
|         332 |   2.99 |
|         332 |   4.99 |
|         332 |   2.99 |
|         332 |   4.99 |
|         332 |   0.99 |
|         332 |   3.99 |
|         333 |   4.99 |
|         333 |   2.99 |
|         333 |   6.99 |
|         333 |   1.99 |
|         333 |   2.99 |
|         333 |   0.99 |
|         333 |   1.99 |
|         333 |   4.99 |
|         333 |   0.99 |
|         333 |   4.99 |
|         333 |   0.99 |
|         333 |   6.99 |
|         333 |   0.99 |
|         333 |   4.99 |
|         333 |   4.99 |
|         333 |  10.99 |
|         333 |   4.99 |
|         333 |   2.99 |
|         333 |   4.99 |
|         333 |   6.99 |
|         333 |   0.99 |
|         333 |   3.99 |
|         333 |   4.99 |
|         333 |   4.99 |
|         333 |   2.99 |
|         333 |   2.99 |
|         333 |   4.99 |
|         334 |   6.99 |
|         334 |   8.99 |
|         334 |   4.99 |
|         334 |   4.99 |
|         334 |   0.99 |
|         334 |   4.99 |
|         334 |   6.99 |
|         334 |   4.99 |
|         334 |   0.99 |
|         334 |   5.99 |
|         334 |   4.99 |
|         334 |   5.99 |
|         334 |   4.99 |
|         334 |   2.99 |
|         334 |   7.99 |
|         334 |   2.99 |
|         334 |   3.99 |
|         334 |   4.99 |
|         334 |   2.99 |
|         334 |   1.99 |
|         334 |   7.99 |
|         334 |   4.99 |
|         334 |   4.99 |
|         334 |   2.99 |
|         334 |   0.99 |
|         334 |   7.99 |
|         334 |   0.99 |
|         334 |   4.99 |
|         334 |   3.99 |
|         334 |   0.99 |
|         335 |   4.99 |
|         335 |   0.99 |
|         335 |   0.99 |
|         335 |   2.99 |
|         335 |   4.99 |
|         335 |   8.99 |
|         335 |   4.99 |
|         335 |   0.99 |
|         335 |   2.99 |
|         335 |   7.99 |
|         335 |   0.99 |
|         335 |   3.99 |
|         335 |   2.99 |
|         335 |   5.99 |
|         335 |   4.99 |
|         335 |   0.99 |
|         335 |   4.99 |
|         335 |   0.99 |
|         335 |   1.99 |
|         335 |   2.99 |
|         335 |   4.99 |
|         335 |   0.99 |
|         335 |   0.99 |
|         336 |   2.99 |
|         336 |   2.99 |
|         336 |   2.99 |
|         336 |   2.99 |
|         336 |   4.99 |
|         336 |   2.99 |
|         336 |   4.99 |
|         336 |   0.99 |
|         336 |   5.99 |
|         336 |   2.99 |
|         336 |   2.99 |
|         336 |   0.99 |
|         336 |   4.99 |
|         336 |   6.99 |
|         336 |   4.99 |
|         336 |   6.99 |
|         336 |   4.99 |
|         336 |   8.99 |
|         336 |   0.99 |
|         336 |   0.99 |
|         336 |   2.99 |
|         336 |   8.99 |
|         336 |   0.99 |
|         336 |   3.99 |
|         336 |   0.99 |
|         336 |   4.99 |
|         336 |   2.99 |
|         336 |  10.99 |
|         336 |   2.99 |
|         336 |   0.99 |
|         337 |   6.99 |
|         337 |   4.99 |
|         337 |   8.99 |
|         337 |   4.99 |
|         337 |   5.99 |
|         337 |   5.99 |
|         337 |   6.99 |
|         337 |   4.99 |
|         337 |   4.99 |
|         337 |   2.99 |
|         337 |   0.99 |
|         337 |   7.99 |
|         337 |   2.99 |
|         337 |   4.99 |
|         337 |   4.99 |
|         337 |   8.99 |
|         337 |   5.99 |
|         337 |   0.99 |
|         337 |   0.99 |
|         337 |   2.99 |
|         337 |   3.99 |
|         337 |   6.99 |
|         337 |   6.99 |
|         337 |   4.99 |
|         337 |   3.99 |
|         337 |   5.99 |
|         337 |   4.99 |
|         337 |   4.99 |
|         337 |   0.99 |
|         338 |   0.99 |
|         338 |   4.99 |
|         338 |   5.99 |
|         338 |   4.99 |
|         338 |   6.99 |
|         338 |   0.99 |
|         338 |   4.99 |
|         338 |   5.99 |
|         338 |   0.99 |
|         338 |   2.99 |
|         338 |   5.99 |
|         338 |   4.99 |
|         338 |   4.99 |
|         338 |   2.99 |
|         338 |   4.99 |
|         338 |   3.99 |
|         338 |   0.99 |
|         338 |   7.99 |
|         338 |   2.99 |
|         338 |   0.99 |
|         338 |   4.99 |
|         338 |   4.99 |
|         338 |   5.99 |
|         338 |   2.99 |
|         338 |   3.99 |
|         338 |   2.99 |
|         338 |   0.99 |
|         338 |   6.99 |
|         339 |   5.99 |
|         339 |   3.99 |
|         339 |   4.99 |
|         339 |   4.99 |
|         339 |   6.99 |
|         339 |   4.99 |
|         339 |   2.99 |
|         339 |   4.99 |
|         339 |   0.99 |
|         339 |   3.99 |
|         339 |   3.99 |
|         339 |   6.99 |
|         339 |   0.99 |
|         339 |   7.99 |
|         339 |   2.99 |
|         339 |   4.99 |
|         339 |   0.99 |
|         339 |   5.99 |
|         339 |   4.99 |
|         339 |   3.99 |
